,12am,01am,02am,03am,04am,05am,06am,07am,08am,09am,10am,11am,12pm,01pm,02pm,03pm,04pm,05pm,06pm,07pm,08pm,09pm,10pm,11pm
2023-10-28,33909.37,33905.31,33927.52,34101.19,34074.91,34098.19,34102.95,34064.09,34055.9,34096.56,34095.05,34110.97,34187.03,34034.8,34135.46,34103.66,34203.53,34146.13,34142.87,34175.01,34122.48,34134.96,34199.13,34109.76
2023-10-29,34089.53,34087.19,34014.16,34030.07,33978.41,34027.85,34037.91,34101.38,34094.56,34250.34,34224.95,34178.78,34272.36,34431.14,34383.15,34496.67,34467.74,34412.7,34579.14,34697.03,34580.98,34591.74,34462.84,34718.21
2023-10-30,34538.58,34472.12,34436.77,34332.1,34279.55,34333.42,34271.15,34311.22,34212.62,34402.53,34542.9,34544.39,34616.12,34610.44,34680.2,34620.21,34667.48,34473.51,34329.47,34331.22,34454.41,34443.69,34544.78,34488.36
2023-10-31,34496.33,34532.59,34467.28,34368.12,34226.42,34256.48,34298.3,34261.99,34161.01,34412.53,34434.75,34448.08,34511.42,34313.37,34211.41,34334.71,34287.23,34439.6,34394.21,34484.96,34548.91,34648.8,34489.24,34575.05
2023-11-01,34655.91,34537.13,34514.45,34476.11,34442.18,34453.52,34360.25,34424.64,34462.23,34452.0,34488.6,34385.24,34430.39,34800.14,34612.44,34192.3,34299.94,34468.28,34521.46,34597.49,34580.07,35477.73,35418.5,35295.21
2023-11-02,35440.1,35453.75,35593.17,35714.95,35601.06,35490.62,35227.56,35254.52,35295.58,35334.43,35393.58,35388.86,35398.37,35374.63,34961.53,34945.14,34651.64,34653.42,34785.74,34860.88,35005.62,34919.54,34923.65,34797.95
2023-11-03,34945.78,34524.17,34609.53,34684.8,34697.01,34418.71,34548.78,34459.24,34470.67,34436.83,34261.27,34265.87,34257.49,34415.13,34592.1,34729.48,34790.85,34674.88,34439.65,34549.67,34551.45,34620.09,34634.62,34649.0
2023-11-04,34734.66,34709.46,34783.09,34695.7,34726.03,34685.95,34764.92,34789.74,34789.06,34873.23,34775.05,34753.7,34731.41,34776.46,34722.98,34757.78,34732.84,34717.47,34786.35,34803.91,34758.31,34779.74,34835.28,35183.62
2023-11-05,35088.42,35013.42,35092.36,35077.15,35304.82,35177.78,35187.54,35084.78,35194.62,35058.08,35129.5,35154.73,35114.25,35119.46,34861.58,34937.3,34914.03,34986.06,35090.96,35053.94,35011.04,35035.11,34678.99,35009.35
2023-11-06,35038.91,35078.12,34904.87,34929.8,35006.41,34896.8,34834.27,34882.76,34927.45,34979.09,35133.19,35179.5,35254.02,35222.48,35047.55,35224.59,35098.36,34981.55,34989.29,34962.3,35069.76,35031.28,35032.73,35129.92
2023-11-07,35053.93,34941.58,34954.85,34828.33,34934.73,34909.54,34924.87,34975.53,34952.73,34921.67,34799.42,34652.23,34639.76,34749.19,34794.16,34850.16,34737.21,34683.78,34858.21,35426.07,35471.29,35653.21,35510.96,35307.62
2023-11-08,35425.36,35383.91,35395.73,35317.91,35289.68,35357.94,35277.01,35292.5,35237.92,35311.78,35301.44,35409.17,35347.01,35398.97,35423.14,35319.06,35227.53,35408.16,35315.4,35603.74,35639.64,35623.44,35594.43,35801.48
2023-11-09,35641.1,35869.1,35928.82,36380.22,36460.18,36723.31,36598.7,36782.63,36553.92,36696.16,36858.48,36780.33,36830.65,36908.51,37199.8,37890.49,37102.35,36346.68,36635.26,36377.52,36387.17,36564.54,36542.74,36559.28
2023-11-10,36708.5,36498.16,36692.32,36869.53,36746.49,36799.35,36757.21,36615.82,36447.31,36523.7,36563.76,36764.59,37087.46,37198.87,36976.74,37078.03,37097.3,37406.91,37216.73,37274.22,37258.46,37261.57,37296.31,37379.79
2023-11-11,37324.37,37318.22,37076.86,37131.63,37069.9,37084.48,37100.15,37112.17,37030.6,36994.48,37054.32,37030.4,37013.57,37130.28,37172.81,37266.5,37077.46,37161.52,37134.0,37138.47,37164.99,37008.81,36980.85,36906.94
2023-11-12,37142.75,36919.29,36973.55,36916.69,36994.98,37017.43,37121.43,37159.89,37139.97,37113.6,37077.25,37108.33,37081.59,37023.48,37086.26,37166.38,37185.05,37138.32,37101.5,37163.6,37111.52,37151.86,37180.21,37172.49
2023-11-13,37081.38,37132.27,37219.45,37170.57,36943.47,36957.27,36943.13,36988.37,36978.88,37043.33,37006.53,36994.24,36828.2,36938.94,36840.84,36808.12,36841.19,36868.92,36677.56,36758.63,36852.62,36804.74,36489.42,36488.51
2023-11-14,36481.42,36243.75,36346.22,36437.58,36464.2,36516.07,36641.02,36665.77,36701.99,36751.9,36492.41,36499.39,36271.24,36362.56,36520.3,36610.54,36153.25,36268.99,36088.82,35257.3,35298.7,35291.18,35585.29,35620.16
2023-11-15,35553.92,35507.36,35414.32,35493.04,35395.56,35582.16,35611.56,35594.56,35588.72,35806.27,35798.42,35886.33,36251.09,36211.99,36112.21,36124.15,36418.36,36390.08,36510.49,37406.66,37540.21,37575.83,37658.02,37735.49
2023-11-16,37887.54,37783.63,37450.1,37528.67,37465.85,37459.87,37475.43,37577.95,37466.4,37324.11,37395.86,37306.5,37257.94,37142.76,36783.79,36716.69,36417.16,36572.92,36318.84,36240.91,35915.77,35959.4,35959.63,36227.78
2023-11-17,36163.44,36374.25,36560.08,36457.71,36498.27,36438.2,36361.28,36367.87,36250.31,36410.09,36322.01,36371.39,36386.01,36525.89,36354.39,36016.33,36049.32,35987.7,36511.27,36481.56,36341.91,36495.1,36422.17,36557.64
2023-11-18,36629.08,36418.55,36428.37,36430.21,36394.86,36395.24,36350.94,36278.55,36431.93,36459.46,36411.02,36483.46,36420.48,36464.54,36444.72,36521.05,36677.43,36694.94,36643.59,36729.97,36704.44,36619.63,36565.95,36529.44
2023-11-19,36592.67,36491.92,36512.45,36481.85,36542.52,36559.81,36543.08,36623.55,36638.76,36645.61,36656.39,36561.15,36484.4,36515.18,36508.8,36483.23,36585.78,36574.1,36620.24,36862.71,36977.56,36943.24,37014.03,36998.63
2023-11-20,37403.07,37323.81,37315.39,37331.04,37139.75,37227.13,37154.13,37211.29,37263.62,37134.76,37219.55,37311.98,37182.89,37161.69,37122.32,37451.89,37490.71,37260.08,37616.58,37562.47,37611.17,37603.76,37438.76,37460.64
2023-11-21,37478.37,37418.87,37629.75,37486.26,37496.08,37416.8,37373.16,37388.77,37295.7,37419.6,37329.25,37363.98,37184.11,37192.09,37018.96,36627.05,37003.15,37205.5,36923.45,36898.77,36995.0,36954.82,36847.11,36389.73
2023-11-22,35747.22,36108.45,36088.11,36302.59,36391.76,36430.93,36374.69,36535.01,36458.94,36566.79,36693.77,36677.26,36477.41,36573.69,36613.13,36395.8,36485.41,36474.76,36587.93,37205.86,37304.0,37638.43,37632.91,37456.04
2023-11-23,37427.89,37323.04,37428.64,37355.56,37319.61,37360.33,37339.63,37289.93,37382.69,37510.25,37642.55,37473.25,37376.83,37309.98,37250.87,37211.44,36964.81,37087.43,37180.16,37264.93,37286.21,37289.91,37257.39,37313.39
2023-11-24,37306.48,37302.56,37408.96,37395.23,37330.74,37361.69,37437.18,37396.23,37542.06,37457.69,37639.77,37612.58,37766.53,37732.18,37791.59,37806.21,38250.25,37760.47,37880.01,37736.86,37795.47,37861.69,37861.04,37700.44
2023-11-25,37738.06,37748.83,37817.25,37843.81,37828.08,37807.06,37839.04,37829.15,37828.82,37791.4,37763.18,37711.33,37671.04,37744.34,37747.66,37704.66,37719.67,37767.92,37796.62,37837.72,37841.11,37816.32,37818.47,37755.56
2023-11-26,37804.0,37770.36,37714.88,37767.15,37759.88,37775.78,37796.26,37804.49,37804.2,37791.95,37787.08,37725.78,37707.14,37641.81,37524.14,37334.54,37454.45,37233.01,37286.68,37257.35,37390.85,37607.9,37628.67,37671.06
2023-11-27,37463.95,37509.91,37507.56,37324.39,37316.51,37389.3,37312.58,37285.21,37286.76,37345.7,37373.73,37112.22,37047.19,36980.88,36950.2,36805.94,36760.01,37083.53,36921.79,36984.24,36878.14,36809.02,37032.67,37082.45
2023-11-28,37247.35,37268.77,37203.49,37184.14,37133.3,36991.72,36921.16,37109.7,37110.18,36942.83,37090.84,37110.63,37257.66,37211.94,37420.85,37383.52,37540.63,37891.07,38262.46,38024.06,38139.83,38267.13,37967.55,37881.53
2023-11-29,37837.96,37941.03,37961.4,37955.31,37964.11,37952.38,38061.43,38198.6,38126.55,38361.97,38301.36,37986.65,38127.73,38186.5,38141.75,37831.95,37847.92,37778.0,37784.36,37873.66,37884.9,37677.3,37742.03,37799.71
2023-11-30,37865.07,37792.1,37709.2,37882.61,38054.04,37986.16,37893.3,37873.79,37802.22,37666.5,37719.38,37686.51,37890.1,37884.81,37731.05,37658.89,37617.89,37676.71,37750.04,37752.64,37763.49,37738.58,37751.25,37707.44
2023-12-01,37729.3,37687.69,37954.32,38000.61,38058.42,38196.42,38138.71,38220.74,38260.63,38332.63,38723.68,38549.44,38593.06,38368.14,38373.56,38337.57,38430.99,38809.8,38813.29,38732.01,38775.26,38769.14,38795.47,38726.55
2023-12-02,38701.17,38735.76,38773.65,38743.03,38799.99,38829.99,38770.44,38789.62,38727.17,38735.24,38791.72,38765.82,38755.13,38796.17,38835.03,38792.67,38826.49,38768.15,38812.83,38894.43,39435.85,39593.37,39592.09,39371.85
2023-12-03,39471.3,39518.98,39505.83,39387.04,39398.21,39371.47,39433.14,39428.23,39497.56,39419.08,39469.6,39546.53,39493.47,39418.18,39674.55,39566.85,39774.97,39683.12,39541.69,39559.21,39583.17,39584.66,39731.6,40070.26
2023-12-04,39983.93,40212.11,40611.65,40696.37,40728.03,40913.82,41493.68,41396.9,41448.83,41698.03,41561.08,41987.57,41605.6,41810.21,41751.93,41650.86,41258.51,41622.16,41613.26,41725.06,41992.04,41761.74,42035.79,41957.84
2023-12-05,41985.76,41901.72,41802.29,41737.74,41829.81,41774.51,41915.6,41722.16,41525.39,41617.02,41706.62,41622.45,41727.12,41871.86,41831.66,42200.88,42280.49,42734.84,43377.15,43716.27,43812.54,43784.65,43910.58,44296.52
2023-12-06,44096.03,44150.22,43883.97,43909.44,43743.08,43737.25,43679.34,43677.92,43676.65,43825.48,43871.86,44107.7,43838.44,44038.67,44100.33,44053.4,43795.27,43850.38,43962.53,43937.57,43989.52,43764.8,43818.45,43764.8
2023-12-07,43769.53,43831.12,43932.7,43974.16,43940.22,43968.03,44012.41,43875.95,43896.72,43596.72,43363.67,43144.25,43195.63,43410.17,43301.11,43489.01,43664.7,43700.43,43449.56,43321.72,43218.16,43248.14,43392.22,43153.17
2023-12-08,43287.78,43407.79,43425.04,43516.99,43378.7,43462.09,43439.2,43372.41,43174.32,43218.05,43150.85,43360.29,43663.39,43750.54,43580.71,43995.72,43776.83,43844.97,43748.89,43828.21,43988.73,44418.32,44560.91,44274.13
2023-12-09,44195.63,44196.67,44136.03,44139.73,44163.96,44246.55,44292.18,44220.05,44201.8,43854.76,43866.56,43859.44,43832.87,43914.02,44026.37,43954.44,44067.54,44027.34,43924.08,43986.93,43948.32,43994.17,43985.02,43914.64
2023-12-10,43718.79,43786.16,43797.32,43753.78,43849.55,43946.44,43896.64,43913.5,43970.53,43781.15,43619.29,43711.42,43748.62,43890.21,43837.61,43838.47,43908.52,43828.78,43823.37,43837.28,43797.04,43956.97,43802.7,43788.29
2023-12-11,43791.39,43634.69,43220.34,41960.69,42319.52,42166.05,42039.3,42119.4,42123.33,42228.28,42380.65,42383.88,42343.59,42209.59,41994.97,41832.25,41776.68,41775.22,41319.92,41001.4,40730.18,40807.86,41168.85,41270.49
2023-12-12,41230.12,41689.81,41662.78,41849.27,41722.7,41389.67,41546.35,41681.13,41917.27,42025.98,41794.76,41801.46,41576.21,41843.39,41798.77,41461.49,41330.67,41307.51,40665.41,41270.14,41113.96,41209.11,41086.0,41223.1
2023-12-13,41477.69,41390.16,41010.49,40989.24,40815.28,40895.57,41004.16,40840.73,41092.29,41240.3,41192.15,41115.87,40975.51,41193.38,41448.08,41408.95,41924.02,41860.98,42109.39,42186.94,42754.12,42887.3,42988.89,42983.75
2023-12-14,42887.91,42801.98,42862.29,42781.16,42727.08,42723.59,42813.31,42916.1,42911.86,42781.62,42900.45,42973.54,43272.6,43106.5,42550.49,42662.73,42464.86,42611.73,43217.96,42865.4,43106.47,42935.74,42992.98,43082.83
2023-12-15,43032.32,42900.13,42978.38,42888.39,42801.47,42811.45,42598.58,42578.05,42713.08,42885.06,42845.61,42854.26,42783.82,42613.32,42285.96,42187.65,41889.24,41789.3,41837.62,42103.39,42090.41,42231.39,42224.03,42080.92
2023-12-16,41935.87,41897.38,42061.21,42144.58,42321.23,42273.54,42249.48,42188.97,42194.41,42153.85,42180.63,42226.03,42297.14,42392.03,42378.73,42360.09,42565.51,42563.2,42487.45,42442.26,42324.55,42304.24,42272.16,42278.9
2023-12-17,42235.0,42110.36,41967.99,41833.4,41881.7,41963.63,41868.06,41964.62,41848.51,41851.33,41932.38,41906.35,41918.77,41917.09,41829.42,41582.71,41775.04,42058.74,42046.31,42124.58,42057.3,42074.93,41875.27,41671.02
2023-12-18,41342.4,41334.97,40961.61,40872.51,41071.3,41158.21,40975.92,41167.83,41095.55,41153.9,41009.12,40780.26,41063.96,40876.52,41315.67,41578.85,41251.66,41479.72,41376.52,41625.71,41689.58,41957.35,42620.11,42501.16
2023-12-19,42648.78,42714.16,43292.34,43069.8,43070.86,42911.52,42934.99,42898.43,43030.26,43078.13,43020.9,43112.15,42959.09,42928.7,42849.32,42352.76,42464.65,42317.14,41818.15,42192.17,42311.16,42208.87,42497.97,42312.23
2023-12-20,42265.71,42414.14,42298.0,42417.6,42406.28,42815.12,42703.33,42861.99,42905.95,42772.62,42781.35,42861.18,42860.89,42977.17,43767.59,43881.17,44042.36,43701.46,44012.95,44169.19,43767.71,43448.06,43449.62,43617.78
2023-12-21,43667.65,43588.92,43462.37,43394.23,43663.57,43627.29,43507.44,43797.43,43759.24,43683.03,43741.53,43994.03,43937.46,44071.02,44161.31,43519.65,43818.17,43665.77,43465.63,43582.17,43584.54,43783.41,44004.9,43962.14
2023-12-22,43874.83,43850.52,44128.52,43992.54,44031.07,44132.59,44156.73,43894.43,43593.76,43631.22,43747.19,43678.22,43756.73,43578.61,43714.72,43652.28,43684.62,43572.56,43724.77,43990.21,43671.33,43684.51,43744.88,43842.77
2023-12-23,44006.38,43857.56,43691.84,43544.13,43556.21,43533.11,43634.58,43656.99,43593.6,43648.37,43651.69,43603.36,43571.1,43727.92,43732.25,43821.43,43783.79,43814.82,43771.56,43812.36,43725.18,43734.49,43799.07,43781.59
2023-12-24,43735.25,43736.43,43806.48,43878.94,43862.34,43825.84,43522.85,43578.84,43667.51,43650.54,43703.58,43610.66,43659.74,43674.98,43788.53,43761.72,43715.53,43693.75,43654.93,43689.49,43645.56,43534.25,43526.71,43011.33
2023-12-25,43025.42,42942.16,43053.67,43071.91,43166.02,43111.39,43235.57,43249.79,43225.75,43130.57,43163.38,43188.99,43191.53,43667.79,43675.29,43677.58,43633.16,43509.28,43559.11,43455.8,43504.17,43432.44,43528.4,43694.07
2023-12-26,43592.38,43462.12,43516.58,43430.75,43464.7,43455.88,42772.23,42677.6,42765.11,42703.56,42404.59,42643.4,42671.51,42759.63,42710.62,42592.88,42376.28,42297.69,41989.68,42133.3,42090.65,42126.56,42329.42,42466.51
2023-12-27,42517.05,42355.55,42459.93,42228.97,42240.88,42301.93,42449.61,42426.8,42467.26,42721.62,42748.14,43203.52,43014.22,42919.35,42922.11,42924.83,42994.07,43103.25,43048.19,43210.61,43175.41,43473.57,43399.62,43368.39
2023-12-28,43467.62,43594.61,43473.92,43402.03,43446.31,43343.03,43236.71,43046.53,43061.15,42944.94,43080.27,43121.22,43088.07,42797.84,42807.09,42663.88,42450.13,42471.67,42548.41,42490.47,42617.14,42512.56,42468.99,42662.09
2023-12-29,42591.78,42437.54,42356.72,42591.73,42710.88,42678.56,42693.51,42547.03,42313.37,42499.31,42680.67,42718.18,42900.96,42846.16,42848.2,43054.68,42296.3,41988.56,41804.0,42077.39,42116.44,42019.96,41932.76,41773.19
2023-12-30,42071.12,42098.91,42160.01,41905.86,41972.68,41988.06,42099.4,42042.57,41949.91,41602.55,41684.44,41800.33,41896.12,41978.65,42022.41,42229.86,42370.01,42394.0,42479.14,42405.13,42354.76,42285.68,42296.05,42138.04
2023-12-31,42144.8,42355.74,42169.39,42078.86,42158.85,42212.54,42189.9,42245.73,42518.45,42452.98,42722.92,42646.17,42507.75,42424.38,42454.14,42514.3,42438.22,42578.76,42596.35,42640.41,42594.39,42532.23,42500.73,42253.79
2024-01-01,42272.16,42459.41,42598.1,42571.12,42331.22,42390.82,42227.46,42398.64,42487.85,42544.39,42642.08,42685.25,42687.28,42650.28,42719.4,42613.18,42790.29,42731.4,42827.33,43115.38,43547.21,43693.95,43623.32,43541.53
2024-01-02,44200.56,45119.13,44889.37,45506.25,45451.54,45227.39,45210.53,45210.25,45505.23,45808.43,45722.13,45621.25,45470.39,45337.79,45685.89,45278.48,45218.73,45392.22,45002.56,45177.02,45056.48,44814.97,45119.45,45008.46
2024-01-03,44975.51,45155.9,45335.43,45299.11,45286.84,45205.3,45191.59,45344.94,45030.28,45216.48,45366.03,45169.52,43738.93,42835.27,42573.74,42218.43,43012.41,43029.25,42925.99,42303.34,42612.68,42741.27,42949.17,42788.14
2024-01-04,42859.33,42900.38,42736.92,43183.35,43139.19,43185.75,43218.41,43189.15,42802.35,42882.92,43053.41,43119.63,43224.03,43424.15,43406.93,43711.06,44100.1,43961.17,44056.29,44095.53,44007.83,44169.24,44486.44,44375.19
2024-01-05,44199.47,44266.71,43410.55,43550.01,43506.97,43625.69,43681.13,43883.0,43817.74,43951.35,44184.98,43666.25,43806.73,43917.29,44022.91,43530.93,43518.87,43271.52,43648.3,43644.45,43634.93,43985.61,43970.2,44030.36
2024-01-06,44185.75,44109.82,43988.38,43949.73,43977.57,43889.92,43734.28,43501.13,43697.33,43734.03,43681.58,43718.8,43699.27,43642.23,43736.75,43851.15,43897.65,43892.91,44000.34,44030.9,43937.84,43860.82,43922.87,43905.77
2024-01-07,43984.45,44157.38,43996.6,43958.08,43968.57,44035.07,43915.3,44051.41,44108.73,44041.85,43960.57,43982.54,44094.81,44120.48,44425.83,44430.46,44083.56,43955.32,44088.96,44135.92,44271.66,44156.2,44253.06,43888.5
2024-01-08,43941.78,43658.32,43743.9,43389.73,43541.21,43619.11,43652.88,43928.04,43989.47,43890.71,43788.46,44105.58,44657.95,45144.76,44953.37,44822.5,45009.16,44981.65,45711.84,47027.3,47056.65,46817.89,47117.49,47043.18
2024-01-09,46992.81,46702.41,46582.34,46808.7,46964.63,46834.48,46751.32,46816.7,46854.36,46550.94,46510.83,46477.96,46637.86,46193.21,46865.21,46580.42,46881.4,46927.84,46754.28,46668.22,46900.06,46674.96,45422.33,46278.54
2024-01-10,46125.58,45863.55,45937.92,45993.09,46135.1,45986.62,45988.84,46030.64,45778.35,45361.56,45674.09,45565.65,45518.55,44691.0,45130.42,44856.2,45564.97,45322.74,46417.11,46559.39,46513.86,46137.64,45945.61,46927.1
2024-01-11,46675.69,46699.14,46533.64,46574.65,46514.27,46421.99,46082.33,45914.62,46104.7,46285.07,46226.77,46861.63,47078.63,47470.73,47356.42,48664.44,46716.5,45948.52,46473.08,46600.32,46699.85,46259.21,46147.59,46411.36
2024-01-12,46345.07,46296.3,46143.79,46139.03,45999.5,45956.98,46195.69,46113.73,46020.23,45872.99,45926.84,46067.67,45953.74,45864.81,45780.79,45442.11,44357.12,43528.38,43675.12,43415.51,43415.75,43666.28,43413.83,42483.51
2024-01-13,42774.56,42800.63,42654.97,42517.06,42604.11,42828.27,43089.92,43153.34,43097.59,43172.11,42921.9,42700.66,42614.46,42692.71,42730.01,42848.68,43154.07,42883.31,42888.43,42792.42,42768.88,42864.62,42959.73,42984.18
2024-01-14,42842.28,42685.11,42770.66,42764.5,42671.51,42572.57,42737.85,42974.94,43000.17,42982.25,43043.76,42879.14,42809.19,42740.59,42879.29,42812.31,42895.54,42914.39,42958.06,42880.82,42629.95,42496.13,42516.35,42238.61
2024-01-15,41701.81,42253.56,42255.74,42379.38,42550.87,42591.44,42729.47,42635.37,42692.39,42643.31,42718.61,42532.37,42678.21,42645.68,42830.35,42173.24,42248.71,42495.34,42682.16,42978.51,42955.07,42926.05,42683.74,42587.98
2024-01-16,42489.92,42567.05,42547.34,42663.87,42881.08,42754.77,42732.95,42702.53,42741.87,42965.58,42888.01,42830.51,42852.3,43125.3,42774.35,42665.87,43238.32,43228.79,43034.35,43008.06,43152.46,43192.56,43435.72,43207.68
2024-01-17,43129.69,43080.02,42959.04,42987.04,42838.47,42827.28,42762.64,42793.67,42630.26,42696.61,42651.55,42805.83,42653.09,42747.97,42577.73,42551.12,42456.08,42317.94,42333.25,42570.51,42574.07,42645.25,42637.78,42677.58
2024-01-18,42743.07,42630.18,42553.09,42617.01,42544.66,42627.51,42729.43,42754.94,42867.1,42697.07,42694.23,42391.22,42498.45,42393.84,42472.91,42694.32,42579.92,41881.35,41756.38,41453.45,40975.18,40723.19,41051.97,41313.36
2024-01-19,41283.84,41255.3,41230.7,41069.66,41000.27,41058.9,41160.64,41430.46,41218.07,41237.82,41349.03,41431.37,41426.42,41284.9,41346.52,40929.74,40852.11,40351.84,41173.49,41762.57,41765.2,41568.33,41597.22,41646.57
2024-01-20,41621.5,41457.03,41612.94,41590.35,41602.58,41575.21,41598.35,41638.25,41635.24,41562.85,41487.45,41511.8,41549.64,41593.34,41601.86,41515.05,41545.29,41543.16,41562.56,41577.5,41602.94,41719.95,41703.44,41751.34
2024-01-21,41661.8,41616.58,41640.93,41676.62,41655.34,41652.41,41608.69,41576.68,41626.38,41641.11,41711.51,41761.59,41698.48,41716.62,41826.59,41769.08,41637.9,41583.92,41654.11,41663.84,41702.33,41628.24,41756.38,41617.98
2024-01-22,41555.34,41620.96,41332.39,41293.1,41160.74,40761.97,41096.44,41168.3,40997.87,40915.29,40707.0,40668.74,40776.71,40832.64,40911.15,40667.42,40709.2,40461.74,40662.14,40268.22,39784.48,40118.4,39809.42,39793.42
2024-01-23,39520.53,39819.55,39786.26,40026.93,39962.81,40025.54,40025.84,39978.43,39740.27,39430.29,38930.38,38885.43,38799.53,39023.07,38805.93,38716.82,39164.7,39273.6,39362.3,39107.59,39124.5,39128.98,39195.27,39436.84
2024-01-24,39869.19,40160.11,39760.94,39742.72,39590.75,39633.73,39764.97,39846.39,39946.19,39925.3,39999.53,40323.81,40187.51,40008.89,39962.53,39887.39,40032.25,40163.34,40119.18,39741.88,39790.22,39484.22,39768.23,39860.6
2024-01-25,40075.16,40156.42,39966.72,39930.95,40000.55,39943.74,39854.9,40013.2,40101.63,40055.0,40012.63,40090.05,40160.49,39847.76,39901.23,39993.03,39787.76,39681.14,39782.16,39825.16,39973.52,39803.76,39899.46,39938.79
2024-01-26,39937.29,39882.17,39924.22,40124.37,40056.35,40129.27,40085.27,39988.07,39960.04,40111.36,40055.04,40668.01,41274.02,41116.13,40999.25,41561.36,41396.52,41951.5,41900.95,42102.86,42049.77,41984.18,41997.22,41897.93
2024-01-27,41815.72,41779.69,41811.76,41835.74,41813.45,41832.84,41759.9,41697.38,41703.84,41467.55,41671.75,41745.96,41757.89,41742.38,41739.68,41765.48,41818.58,41809.46,41784.85,41795.45,41918.94,42066.51,42151.91,42156.97
2024-01-28,42125.48,41996.67,42101.87,42107.93,42226.39,42716.05,42556.4,42411.27,42393.05,42492.95,42581.45,42613.61,42475.81,42418.62,42397.79,42302.3,42258.5,42310.35,42161.66,41968.18,41781.53,41941.68,41974.42,41831.86
2024-01-29,42031.42,41973.72,42157.91,42230.66,42323.42,42210.05,42133.63,42156.1,42046.75,42110.58,42281.84,42314.32,42241.22,42093.18,41997.22,41939.02,42629.99,43205.78,42998.85,43024.6,43001.33,43153.87,43187.58,43118.24
2024-01-30,43298.25,43171.75,43441.93,43629.47,43507.26,43428.83,43364.71,43339.2,43355.56,43420.64,43317.64,43472.37,43531.93,43383.9,43287.72,43473.06,43381.78,43495.67,43397.92,43376.85,43549.15,43560.24,43544.65,43330.59
2024-01-31,42948.05,42928.24,42775.74,42863.16,42918.63,42943.45,42963.04,42951.31,43024.33,42959.12,42626.96,42375.59,42618.38,42597.84,42775.91,42856.34,43346.66,43458.57,43716.99,43510.2,43319.9,42527.13,42445.55,42634.42
2024-02-01,42545.79,42451.16,41943.17,42121.08,41953.23,42027.84,42103.54,42150.93,42153.25,42196.49,42110.81,42187.39,42042.48,42104.66,42191.06,42609.75,42499.99,42646.28,42912.38,42837.68,43209.84,42998.27,43085.54,42925.59
2024-02-02,43077.9,43166.05,43108.59,43067.03,43019.55,42945.39,43083.19,43141.74,43074.31,42987.08,42964.94,43096.53,43136.15,43115.79,42666.61,42772.49,43208.83,43192.89,42932.01,42909.65,43045.94,42934.36,42982.54,43167.54
2024-02-03,43181.04,43214.6,43192.74,43161.81,43157.5,43173.41,43147.62,43081.05,43044.44,43004.94,43075.61,43049.03,42982.32,43052.05,43054.6,43031.03,43107.82,43082.13,43213.15,43056.1,43036.66,43053.88,43031.39,43028.8
2024-02-04,43000.04,42998.12,43024.97,43006.12,43014.69,42909.83,42876.88,42741.65,42824.19,42786.73,42925.55,42926.36,43041.85,42985.7,42982.52,42868.58,42924.32,42903.85,42882.79,42777.62,42620.94,42858.57,42757.96,42559.45
2024-02-05,42568.21,42340.48,42500.39,42418.18,42681.74,42708.54,42730.49,42782.56,43033.55,42994.82,43004.67,43105.12,43154.61,43216.85,43395.71,43153.36,42596.58,42682.71,42665.37,42687.58,42718.38,42361.63,42337.09,42451.12
2024-02-06,42656.64,42553.18,42615.71,42803.13,42807.08,42776.93,42736.59,42731.96,42835.45,43020.73,42959.02,42754.25,42771.89,42737.15,42831.12,42870.44,43209.03,43149.09,43164.12,43175.17,43260.09,43087.37,43160.13,43192.36
2024-02-07,43091.25,43075.67,43035.63,43020.65,42776.78,42896.61,42996.04,42927.27,42883.66,42913.14,43122.59,42871.02,42898.49,43048.53,43120.85,43002.96,43045.79,43206.44,43480.45,43629.11,43601.84,44127.65,44196.1,44160.06
2024-02-08,44345.19,44668.4,44673.17,44661.59,44541.52,44485.02,44545.76,44458.28,44510.73,44711.99,44686.01,44807.14,44702.39,44697.51,44982.38,45088.33,45455.09,45071.31,45052.07,45310.8,45285.93,45502.46,45334.08,45285.52
2024-02-09,45309.06,45299.43,45491.54,46262.1,46046.67,45956.53,46270.8,46195.42,46211.97,46640.43,46534.81,46784.37,47179.3,47317.3,47466.71,47062.28,47166.69,47291.49,47667.76,47616.33,47531.15,47563.93,47548.95,47301.8
2024-02-10,47140.52,47126.98,47329.88,47339.68,47407.9,47436.02,47364.52,47372.64,47188.49,47128.05,47107.84,46926.36,47216.74,47260.0,47325.58,47285.95,47361.31,47264.73,47217.24,47353.06,47542.91,47894.23,47958.23,47843.8
2024-02-11,47765.09,47751.2,47650.34,47785.74,48549.48,48322.12,48257.72,48243.5,48200.45,48158.37,48156.74,48166.62,48437.35,48330.33,48090.8,48257.65,48156.92,48126.37,48313.74,48301.71,48296.73,48053.26,48135.67,48149.56
2024-02-12,48307.78,48616.66,48499.49,48169.03,48166.91,48086.95,48089.04,48171.47,48218.5,48120.26,47889.08,47883.75,47899.15,48033.35,47947.82,48797.7,49933.93,49590.73,49870.61,49753.13,49542.8,50153.05,49864.13,50049.4
2024-02-13,49941.56,50116.45,50163.92,49964.45,49810.12,49929.72,50064.69,50014.99,50001.84,50131.95,50210.52,49878.85,50005.27,49877.54,49537.91,48691.09,48746.77,48491.32,48861.47,49114.2,49059.88,49428.33,49564.56,49551.75
