,12am,01am,02am,03am,04am,05am,06am,07am,08am,09am,10am,11am,12pm,01pm,02pm,03pm,04pm,05pm,06pm,07pm,08pm,09pm,10pm,11pm
2024-02-14,49733.14,49527.17,49460.65,49524.09,49533.54,49411.42,49573.22,49663.87,49876.35,50775.22,51583.41,51322.33,51591.11,51594.65,51793.14,51952.29,51635.25,51627.24,51700.94,51479.61,51722.76,51730.73,51783.55,51861.48
2024-02-15,51849.1,52377.58,51959.72,52110.16,52395.49,52195.31,52004.59,52024.59,51832.47,51992.45,52233.0,52337.9,52372.15,52370.41,52243.24,52663.18,51988.41,52279.59,51903.0,52010.51,52059.89,51736.52,51372.77,51703.38
2024-02-16,51943.48,51967.53,51989.71,52223.53,52326.17,52162.82,52093.84,51916.33,51777.46,51863.13,51872.45,52316.29,52236.31,52423.9,52497.58,51942.92,51907.27,52073.81,52046.61,51991.1,51776.16,51859.32,52013.81,52022.75
2024-02-17,52171.24,52036.14,51998.73,51968.41,51995.32,52042.18,51939.62,51950.2,51937.2,51758.38,51702.43,51738.83,51712.0,51737.44,51188.81,50868.54,50994.54,50966.26,51223.96,51278.55,51412.5,51550.64,51810.38,51717.47
2024-02-18,51674.03,51696.93,51554.45,51290.97,51493.76,51582.99,51666.68,51520.99,51678.17,51801.29,51988.7,51837.35,51844.36,51568.28,51642.21,51900.84,51794.35,51862.92,51858.37,51808.19,51781.43,51798.38,51876.67,52280.56
2024-02-19,52154.84,52197.19,52094.4,52159.83,52078.91,52107.91,52138.63,52402.33,52404.2,52120.03,52268.91,52351.38,52351.15,52292.91,52163.3,52102.42,52130.44,51779.09,52162.63,51937.13,51835.71,51830.44,51907.47,51951.63
2024-02-20,51786.32,51651.44,51647.82,51722.33,51591.01,51784.62,51900.77,51944.42,51841.4,51774.4,51771.28,52123.47,52298.66,52194.72,52847.46,52045.72,51701.18,51400.79,51322.5,51510.75,52102.42,52005.07,52032.13,52191.17
2024-02-21,52273.96,52189.51,52117.58,52090.53,52021.83,51968.26,51841.15,51743.26,51566.01,51669.99,51103.49,51282.83,50968.23,51323.15,51186.17,50930.03,51148.38,51351.46,50943.11,50852.1,51064.22,50986.68,51383.52,51509.49
2024-02-22,51861.53,51535.33,51229.66,51417.54,51571.52,51426.84,51512.47,51758.35,51812.53,51879.66,51943.12,51680.28,51608.42,51507.84,51139.17,51359.01,51570.67,51462.4,51689.85,51700.97,51499.24,52005.54,51651.76,51441.72
2024-02-23,51269.43,51424.93,51291.05,51071.44,51072.6,51199.37,51222.49,51282.01,50910.73,50950.6,51002.55,51177.23,51206.03,50979.33,51047.57,51107.01,50910.92,51043.46,51132.45,51095.04,51091.02,51077.43,50983.14,50779.33
2024-02-24,50741.56,50884.94,50591.6,50789.67,50834.81,50946.4,51035.82,50953.76,51054.33,50978.25,51076.73,51077.82,51107.66,51069.8,51131.1,51128.31,51099.88,51211.04,51533.54,51436.92,51548.15,51505.68,51559.05,51557.59
2024-02-25,51562.59,51478.0,51665.71,51586.69,51617.17,51611.38,51668.06,51750.07,51722.13,51610.55,51629.97,51574.92,51647.13,51651.35,51611.83,51740.11,51516.15,51371.2,51562.9,51573.95,51669.46,51730.22,51763.95,51710.05
2024-02-26,51732.12,51677.76,51481.07,51436.0,51556.78,51538.58,51574.56,51519.98,51293.98,51266.94,50944.42,51165.87,51081.4,51233.43,51227.44,51702.04,52888.8,53432.37,53520.05,53621.76,54526.04,54515.14,54661.79,54697.04
2024-02-27,54524.98,54604.08,55829.64,56341.66,55733.74,55758.25,56091.56,56375.29,56084.67,56258.24,56649.76,56565.22,56573.61,56838.43,57173.0,57018.07,56791.39,57064.43,56791.58,57158.44,57367.49,57033.52,56743.24,56954.68
2024-02-28,57078.32,57053.89,56817.02,56968.48,56965.41,57256.54,57118.88,57224.57,58289.1,59477.38,59342.09,59315.53,59003.39,59379.69,60509.78,61020.38,61007.42,62474.36,61403.31,61141.23,60947.7,60394.87,60554.63,61317.88
2024-02-29,62505.52,61390.95,61388.98,61751.59,61581.45,62433.53,62539.72,62999.46,62710.47,62765.48,62697.09,62696.68,62929.71,62673.17,62955.85,62955.62,62793.69,62195.36,60967.36,60798.08,61633.2,61958.82,61434.17,61270.18
2024-03-01,61174.94,61519.75,61230.0,60998.52,61121.44,61521.95,61328.22,61584.03,61465.36,61962.07,62177.74,62043.16,61903.31,62278.36,62480.98,61985.11,61252.04,61453.09,61924.21,62367.63,62288.4,62984.32,62600.45,62543.33
2024-03-02,62440.81,62349.51,62084.19,62167.78,62368.67,62111.63,62077.25,62031.68,62079.51,62016.03,61917.79,61973.49,61914.06,62146.91,61866.46,61904.78,61845.18,61940.06,61829.62,62086.84,62173.43,61947.89,61966.76,61769.05
2024-03-03,61996.16,61793.66,61836.32,61831.06,61970.52,62057.03,61938.72,61896.26,61634.19,61641.59,61754.37,61688.26,61860.65,62222.56,62395.7,62153.11,62187.32,62875.92,62628.99,62848.99,62767.8,62798.39,62853.26,62853.22
2024-03-04,63151.59,63446.54,63552.14,63711.73,63494.26,63670.75,63389.77,63722.09,64104.06,65278.78,65323.79,65116.17,65251.35,65151.49,65172.48,66262.3,66544.61,66627.95,66942.67,66681.34,67497.7,67512.68,67475.2,68012.88
2024-03-05,68333.78,68149.23,68643.88,68251.01,68228.8,67366.96,66997.02,67347.24,66218.83,66896.47,66438.23,66872.97,66698.29,67385.42,67829.28,68758.19,66809.5,65423.11,65572.69,64032.36,61377.48,61959.1,63314.26,63456.19
2024-03-06,63805.82,63485.5,63159.66,62869.4,63319.03,64632.67,66432.09,65759.06,66701.21,66931.28,66144.6,66700.32,67311.35,65996.78,66379.08,65948.77,66487.59,67168.5,67404.99,67131.73,66825.46,67071.12,66482.89,65999.14
2024-03-07,66116.62,66244.79,66442.28,66142.49,65877.05,65869.96,65848.28,65875.14,66421.12,66703.49,66772.6,66951.51,66934.92,66759.12,66963.09,67092.04,67319.23,67388.96,67681.99,67734.39,67592.48,67710.18,67337.54,67211.11
2024-03-08,66938.39,67177.75,67049.83,67176.41,67223.92,67158.92,66987.02,67655.86,67371.85,67343.46,67214.54,67427.17,67803.22,67559.69,67898.16,68600.95,67722.8,67933.53,68427.69,68718.47,69020.9,69291.87,68413.76,68315.84
2024-03-09,68302.6,68266.02,68082.57,68348.01,68436.58,68438.91,68385.05,68580.75,68433.41,68460.24,68442.38,68340.04,68441.87,68628.09,68522.4,68326.29,68448.51,68279.75,68312.75,68425.35,68375.74,68509.54,68547.68,68506.95
2024-03-10,68468.58,68513.45,69115.07,68971.56,69269.79,69547.67,69478.03,69459.14,69488.61,69761.88,69912.73,69897.66,69705.83,69908.43,69463.76,69407.04,69327.11,69576.7,69562.7,69381.96,69531.38,69428.58,69213.3,68534.69
2024-03-11,69031.84,68147.6,68336.48,68356.28,68624.86,68564.56,68586.63,69334.48,71026.86,71244.78,71764.6,71510.39,71566.41,71984.69,71532.39,72211.82,72072.61,72582.28,72557.52,72543.25,72035.82,72136.51,72541.27,72465.09
2024-03-12,72108.97,72029.66,72463.07,72196.7,71617.17,71817.16,71999.93,72279.4,72155.1,71712.18,71958.38,71856.52,72076.24,72197.15,72322.33,71670.19,71708.19,70509.99,70987.57,71414.87,71429.77,71051.39,70870.53,71178.72
2024-03-13,71477.32,71436.21,72022.79,72007.14,72080.85,72228.3,72194.29,72734.69,72901.42,73487.14,73348.89,73280.64,73127.3,72853.84,72214.7,72431.94,72738.3,73075.24,72912.02,73223.59,73483.97,73158.14,73308.32,73003.55
2024-03-14,73124.32,72863.79,72967.06,73066.67,73299.01,73006.45,73196.13,73617.14,73269.59,73384.71,73365.06,73013.67,72922.42,72871.52,71874.6,71661.19,70806.77,71277.02,71011.07,70089.72,69344.31,70684.89,71064.95,71518.69
2024-03-15,71370.6,71881.08,71583.98,69018.71,68192.26,67410.72,67404.13,68603.66,68406.61,67017.0,67740.78,67233.17,67696.93,67863.58,68436.41,68596.72,68150.69,67884.4,68204.11,70212.73,68954.36,67845.65,68296.1,69117.01
2024-03-16,69503.16,69637.94,69285.37,69064.5,69193.33,68998.54,68971.53,69177.54,69404.37,69011.6,68934.92,68399.3,68265.91,67880.05,67703.49,68166.69,68362.86,68155.29,67295.48,66996.51,66905.08,67109.13,66169.9,66323.39
2024-03-17,65251.02,65169.83,66102.53,66334.64,66505.32,66317.7,66184.68,64972.39,65571.64,66416.11,66379.44,67065.47,66884.41,66519.34,67074.23,67514.71,67882.54,67975.8,68485.25,68125.42,68502.8,68258.88,68135.33,68216.15
2024-03-18,68351.36,67246.93,67582.8,67717.88,67923.52,68330.53,68664.71,68457.27,68180.36,68003.29,67815.9,68069.86,68213.59,68510.6,67509.37,66973.26,67459.13,67119.87,67378.75,67013.28,66965.65,67354.14,67608.11,67686.35
2024-03-19,67581.08,67105.92,65885.88,65879.78,65868.51,65342.52,65185.4,64897.54,64656.03,63439.09,64104.35,63205.93,63009.12,63574.85,63528.1,62796.68,63974.01,64972.48,64839.7,64687.84,64382.35,63771.01,63921.53,62555.66
2024-03-20,61908.23,63186.31,62336.35,62815.94,61844.07,61632.08,61515.15,61735.21,62940.56,62677.29,63165.59,63009.25,63357.9,64028.64,63588.58,64250.55,63593.58,63094.23,64132.03,65398.17,65796.34,67079.71,67705.6,67701.34
2024-03-21,67855.39,67670.62,67802.43,67536.6,66659.25,66705.9,67014.25,66984.38,67004.4,67296.99,66818.37,66967.02,67043.61,67246.76,66725.12,66870.21,66544.7,66760.19,65702.71,65149.02,65222.07,65476.68,65650.94,65384.29
2024-03-22,65488.86,65789.41,65260.15,65641.26,65966.4,66147.61,66424.28,66443.32,66183.28,65863.94,65520.71,64664.77,64221.22,64269.37,63039.76,62733.53,63876.91,63274.67,63592.56,63754.14,63873.6,63505.1,62977.78,63043.59
2024-03-23,63817.88,63593.55,64126.01,63867.48,63572.71,63885.07,64080.08,64167.61,64577.76,64527.86,64485.26,64332.51,64645.6,64705.86,64604.83,65258.07,65109.07,65665.59,65666.0,65389.92,64882.54,65008.34,64946.21,64748.79
2024-03-24,64013.38,64545.07,64490.78,64296.34,64002.1,64229.77,64317.55,64241.96,64584.02,65250.48,64901.04,65108.69,65326.91,65650.69,65352.47,65639.47,65664.71,65235.59,65336.66,65825.67,65862.53,66151.08,66558.27,66950.83
2024-03-25,67206.86,66567.16,66558.32,66707.66,67328.89,67502.98,67396.36,67176.6,66847.4,66940.45,67086.48,67029.58,66832.06,67109.31,68022.04,69392.38,69828.58,70189.79,70586.6,70900.81,71080.0,70964.64,69869.06,70340.4
2024-03-26,69909.88,69906.94,70294.4,70537.68,70450.67,70624.98,70329.81,70641.54,70523.36,70715.3,71195.28,70916.73,70699.71,71114.22,70391.06,70328.49,70271.27,69760.78,70084.07,69994.52,69457.71,69820.78,70006.7,70243.25
2024-03-27,69993.13,70614.87,70327.8,70582.08,70394.56,70190.52,70460.7,70310.07,69730.51,69553.11,70043.97,70122.5,70226.97,70193.39,69884.04,70020.93,68868.52,69203.59,68658.72,68480.01,68579.6,68851.08,68915.85,69411.89
2024-03-28,69412.07,69644.03,69406.57,69099.5,69242.17,69684.38,69690.98,70341.07,70388.72,70553.73,70546.78,70786.13,70606.52,70789.88,70865.12,71568.76,71284.76,70699.65,70801.91,70551.68,70884.95,70685.01,70813.56,70853.74
2024-03-29,70787.77,70752.91,70811.63,70646.1,70458.84,70367.57,70192.49,70438.61,69795.88,69953.23,69772.63,70076.02,70159.83,70151.3,70456.32,70092.74,69187.17,69185.11,69445.36,69537.43,69698.29,69657.45,69468.88,69843.3
2024-03-30,69904.58,69981.96,70027.15,69993.92,69833.16,70110.55,70065.87,70013.02,69908.89,69996.27,70056.44,70097.94,70211.34,70264.19,70199.29,70093.82,70046.71,70229.86,70091.1,69954.18,69934.98,69856.83,69741.24,69747.88
2024-03-31,69627.76,69895.16,70051.17,69995.22,69941.71,70120.49,70363.57,70236.27,70308.82,70285.21,70255.5,70282.63,70401.31,70512.21,70614.39,70557.4,70399.66,70490.21,70515.54,70872.11,71024.65,70841.37,70875.09,70973.85
2024-04-01,71297.84,71177.81,70844.15,70883.16,70587.12,70450.76,69165.78,69633.57,69628.37,69429.32,69432.39,69582.22,69496.93,69846.23,69864.75,68912.03,68233.55,68583.73,68718.23,68942.63,69723.16,69784.33,69614.5,69756.11
2024-04-02,69680.92,69391.32,69409.84,67054.96,66740.74,66657.94,66786.35,66922.82,66508.47,66274.69,66113.48,65988.73,65591.2,65336.39,65208.21,65713.34,64901.04,65586.0,65635.72,65846.47,65963.28,65695.86,65741.29,65835.71
2024-04-03,65466.7,65398.17,65821.56,65933.86,66237.96,66358.56,66112.91,66392.49,66189.62,66549.08,66533.39,66226.47,66105.45,65939.74,65834.57,66674.92,65857.52,66239.6,65996.39,66032.96,65819.22,65738.98,65946.09,66158.2
2024-04-04,65986.87,66302.57,66173.82,65761.58,65644.66,65488.12,65600.15,65772.73,66073.15,66215.97,66271.86,66295.17,66333.95,66719.07,67276.47,67745.73,67680.6,67862.81,68908.01,68607.04,68520.66,67968.19,67820.15,67950.12
2024-04-05,68521.78,68643.53,68200.14,67617.62,67888.82,67669.5,66905.12,67162.75,66921.82,67150.94,66815.66,67043.28,66497.99,66906.0,67538.32,68176.51,68252.19,68006.63,67456.42,67637.44,67389.8,67666.81,67541.76,67657.03
2024-04-06,67857.02,67947.12,67735.34,67754.42,67754.42,67782.26,68061.7,68137.36,68037.94,68047.06,67827.99,67872.4,67698.91,67766.38,67733.39,68014.68,68125.86,68160.68,68319.6,68328.04,68286.23,68414.3,68328.86,69086.06
2024-04-07,68916.39,69029.51,69609.35,69347.08,69438.71,69341.4,69416.57,69280.27,69386.76,69490.83,69316.87,69350.16,69376.99,69367.9,69371.06,69589.66,69582.45,70062.34,69807.55,69400.51,69076.04,69315.66,69049.75,69215.62
2024-04-08,69358.97,69305.14,69436.14,69239.11,69462.29,69396.99,69716.44,69805.64,70706.16,71950.52,72239.79,72333.19,72377.1,72175.94,71927.99,71705.09,71739.6,71748.48,71708.56,71918.23,71743.77,71701.92,71680.65,71911.14
2024-04-09,71623.47,71431.47,71274.13,71488.33,71290.99,71198.43,71050.42,70779.72,70407.66,70568.98,70400.71,70591.32,70791.41,70690.8,69937.12,69326.09,69236.55,68579.05,68797.18,68851.73,68966.23,69116.32,69185.85,69299.55
2024-04-10,69119.72,69104.92,69242.94,68654.08,69153.85,69111.21,69247.92,69366.46,69324.04,68985.62,69120.04,68933.87,69037.61,67932.65,68171.45,68692.97,68667.93,69545.03,69378.24,69308.19,70067.3,69805.97,70018.73,70556.35
2024-04-11,70625.34,70506.11,70564.37,70986.68,70849.57,70611.85,70603.45,70717.38,70747.16,71032.16,70608.79,70449.21,69992.94,70863.7,70281.64,69576.68,69995.86,70005.11,70198.3,70094.42,70473.35,70502.27,70137.76,70176.93
2024-04-12,70023.44,70297.47,70298.27,70663.37,70993.68,71130.44,70973.03,70881.25,70771.33,70778.36,70652.14,70776.89,70888.28,70504.18,69818.37,69207.11,69315.76,68777.98,68100.07,66482.49,66858.1,67116.58,66987.61,67096.39
2024-04-13,67189.25,66945.36,65916.06,66552.28,67168.32,67604.37,67365.61,67526.61,67474.5,67204.71,67425.46,67444.75,67376.76,67547.93,67575.81,67579.02,67686.59,67456.74,66759.63,67185.45,64860.07,62064.57,62986.84,64381.73
2024-04-14,64012.53,63743.8,63795.65,63116.52,63474.57,63982.48,64427.55,64710.4,64500.66,64582.36,64164.96,64499.63,64220.4,64562.55,64414.52,63941.83,64204.03,64452.67,63890.19,64417.02,64200.41,63854.86,63708.03,65337.64
2024-04-15,65748.97,65559.24,65342.9,65197.94,65209.31,64961.58,65512.19,66540.63,66341.32,66347.11,66666.25,66563.78,65927.55,66089.02,65948.75,64261.79,64617.85,64185.58,63927.8,63205.38,63304.93,63141.75,63272.32,63475.3
2024-04-16,63454.39,63279.57,63170.3,63430.68,63005.0,62517.18,62748.85,63235.74,63542.85,63314.36,63269.07,62572.43,63113.04,63037.11,62719.52,62125.16,61797.84,62751.58,62516.2,63023.74,62732.37,63034.46,64051.78,63812.5
2024-04-17,63825.12,64051.9,64052.82,63870.8,63859.71,64119.92,63951.19,63884.31,63316.09,63351.49,63358.81,62919.15,62636.23,62364.7,62661.37,61301.8,60261.69,60118.76,61288.98,61444.86,60999.23,60850.28,61300.8,61679.96
2024-04-18,61277.61,61510.96,61635.23,61665.8,61985.02,61641.93,61070.93,61168.77,61201.18,61363.17,61625.63,61842.94,62652.23,62251.54,62849.99,63886.9,63534.88,63573.94,62835.8,63148.79,63549.38,63530.37,63515.83,63537.92
2024-04-19,63508.07,62742.74,61016.74,61364.84,61787.92,62460.11,62093.03,64637.94,64575.52,64669.16,64817.11,64818.96,64921.53,65028.99,64966.49,64471.3,64468.04,64035.82,64667.97,64214.01,64340.89,64086.32,64426.74,64033.94
2024-04-20,63846.22,63479.31,63687.08,63866.95,63988.73,64157.53,64195.5,64092.26,63999.89,63757.67,63634.4,63592.51,63729.36,63837.39,63909.84,63959.87,64843.77,64709.25,65236.6,64997.02,64912.92,64756.23,64768.44,64649.33
2024-04-21,64973.21,64795.55,64982.87,65344.66,65201.92,65091.2,65058.44,65084.63,65173.79,64972.86,64915.42,64976.54,65262.09,65023.13,64904.94,64909.33,65057.49,64592.59,64842.39,64781.17,64550.54,64659.53,64686.71,65038.85
2024-04-22,64954.21,64920.73,64687.01,64806.35,65721.35,65766.98,66438.53,66364.08,66020.85,65994.01,65967.97,66084.38,65915.79,66028.45,66169.54,66103.04,66039.9,66183.39,66589.79,66368.18,66569.88,66538.35,66564.49,67054.65
2024-04-23,66843.0,67058.98,66826.33,66660.4,66488.32,66286.14,66538.83,66401.41,66131.55,66233.52,66092.06,66268.33,66065.53,66135.58,66541.95,66955.85,66454.48,66765.74,66779.22,66803.05,66471.25,66351.15,66352.03,66364.48
2024-04-24,66417.0,66754.73,66765.52,66533.85,66619.37,67008.35,66743.83,66784.14,66640.9,66535.02,66352.59,66433.64,66567.95,66367.51,66039.96,65216.25,64585.79,64748.38,64855.72,64084.03,63900.45,64056.84,64331.46,64069.7
2024-04-25,64263.65,64538.92,64041.66,64278.68,64272.25,64322.36,64223.73,64270.66,64009.52,63936.45,63946.61,63450.21,63835.34,63393.04,63397.55,63362.37,64102.69,64413.5,64690.89,64678.67,64703.66,64799.74,64719.58,64608.82
2024-04-26,64487.43,64311.45,64385.61,64502.92,64373.41,64207.21,64554.47,64376.35,64288.17,64391.85,64462.49,64100.01,64228.93,64136.61,64497.21,63832.76,63476.07,63662.33,63980.1,64039.75,63720.18,63940.3,64033.16,63796.59
2024-04-27,63747.85,63169.1,62564.32,62918.26,63032.2,63008.69,62945.28,62980.19,62935.99,62984.0,62944.92,62761.29,62828.73,63012.77,63192.83,63088.93,62911.55,62730.8,63374.26,63288.73,63324.22,63226.75,63243.55,63220.09
2024-04-28,63425.31,63569.25,63562.73,63904.84,64001.78,63813.81,63920.15,63944.84,63893.56,63674.62,63715.53,63660.44,63460.83,63550.43,63749.06,63578.74,63521.49,63686.27,63746.84,63902.48,63708.55,63650.5,63622.33,63116.13
2024-04-29,63112.34,63239.79,63213.05,62678.82,62265.04,62527.55,62446.51,62167.59,62384.11,62400.41,62523.11,62389.71,62245.6,62604.72,61996.76,62831.71,63059.57,62793.6,63019.51,62845.56,62950.27,62948.1,63068.37,63862.54
2024-04-30,63837.55,64563.59,63582.67,63751.84,63630.3,63408.13,63320.34,63401.45,63138.27,61879.86,61666.53,61749.77,61197.24,61191.28,60775.77,61204.57,60744.5,60296.29,60306.55,60314.27,59150.45,59862.58,60107.9,60523.21
2024-05-01,60616.72,60176.26,60067.71,59858.16,60174.29,60205.17,59958.85,59489.99,57429.25,57049.85,57054.9,57726.97,57826.21,57924.71,57235.51,57430.77,56807.8,56972.86,57395.7,58905.83,56870.4,57289.94,57821.61,57799.42
2024-05-02,58268.28,57700.91,57066.59,57426.56,57385.3,57319.45,57430.96,57578.81,57633.73,57815.35,57768.97,57782.26,58538.42,58543.34,58444.6,59068.1,59281.58,59045.23,59209.67,59391.7,59363.14,58751.67,59121.95,59332.23
2024-05-03,59081.93,59048.93,59324.06,59563.99,59738.98,59614.65,59540.04,59264.94,59180.18,59229.97,59478.63,59033.17,59283.43,60645.45,61759.1,61658.99,61727.17,61704.53,61826.45,61831.52,62099.43,62922.18,62804.1,62822.41
2024-05-04,62916.16,63106.76,62874.18,62716.64,62736.01,63095.72,63419.22,62988.95,62973.48,63179.5,63185.59,64444.37,63888.8,64107.53,63735.12,63839.21,63626.12,63694.32,63474.13,63663.63,63953.47,63860.01,63916.12,63624.69
2024-05-05,63903.11,63532.56,63324.88,63163.55,63244.69,63358.05,63215.12,63395.71,63750.35,63686.82,63688.19,63707.35,63861.26,63744.79,64130.02,64109.6,64452.46,64336.73,64231.08,63954.83,63884.7,63740.63,63853.66,63881.37
2024-05-06,64045.17,64230.88,64162.59,63838.65,63883.69,64163.95,64191.49,64240.58,64559.01,65160.15,65172.47,64032.08,64236.98,63567.73,63880.89,63263.58,63649.65,63187.68,63171.33,63392.99,63200.27,63301.32,63540.9,63492.79
2024-05-07,63161.47,63545.47,63886.82,63701.54,63243.3,63450.84,63550.55,63636.48,63684.75,64236.03,64129.76,64103.98,63500.35,63673.34,63201.67,64055.78,63737.57,63625.19,63382.18,63164.24,63044.9,62982.48,63070.99,62855.83
2024-05-08,62321.99,62594.88,62516.22,62759.83,62884.57,62520.06,62603.53,62495.88,62200.15,62364.26,62305.57,62447.2,62248.03,62223.1,62420.25,62570.11,62257.57,62423.7,62593.66,62492.07,62143.05,61564.02,61445.86,61231.18
2024-05-09,61168.44,61381.75,61520.07,61641.54,61651.61,61476.1,61562.04,61596.03,61212.43,61284.33,61259.17,60786.9,61032.89,61493.05,61153.99,61505.35,62136.72,61858.69,61934.11,62233.93,62461.82,62622.22,62539.5,63277.2
2024-05-10,63068.34,62839.2,62856.72,62905.0,62914.24,62929.09,62762.23,63175.27,63094.25,63034.69,63111.43,63023.1,63283.95,63016.15,63011.59,61082.62,60906.55,61057.51,60345.78,60687.43,60661.32,60489.7,60685.27,60839.84
2024-05-11,60796.08,60770.8,60877.76,60882.61,60723.86,60758.98,60910.47,60948.44,61011.72,60789.58,60867.2,60734.77,60663.55,60692.75,60937.66,60822.22,61160.25,61194.71,61088.21,61198.6,61114.84,60998.65,60917.51,60897.27
2024-05-12,60813.97,60961.68,60850.7,60913.87,60912.19,61077.53,61021.86,60930.52,60795.42,61030.83,60979.6,61139.67,61118.79,61128.45,61181.69,61158.73,61398.49,61348.09,61605.92,61364.94,61391.52,61270.97,61210.34,61299.14
2024-05-13,61446.47,61488.52,61379.9,61034.98,61138.35,60957.91,60841.89,61495.73,62349.18,62740.73,63047.22,62657.78,62710.76,62825.32,62756.99,62751.46,63004.54,63174.52,62803.1,62773.93,63176.81,63082.92,62892.19,62769.18
2024-05-14,62919.5,62795.41,62632.23,62490.19,62428.03,62496.08,62657.44,61998.9,61984.92,61822.46,61768.64,61690.0,61757.1,61531.12,61667.11,61774.71,61748.24,61383.6,61267.8,61384.67,61552.81,61579.4,61646.54,61688.47
2024-05-15,61551.12,61395.8,61669.95,61750.78,61929.53,61875.2,61912.22,61944.94,62182.26,62144.64,62667.65,62665.78,62469.59,63750.77,64172.54,64516.88,64770.85,64784.34,65110.33,65742.08,66073.46,65981.72,65898.64,66146.94
2024-05-16,66242.87,66103.52,65999.23,65928.93,65997.87,65837.57,65797.06,65968.44,66175.73,66304.79,66351.37,66176.47,66525.33,66037.1,66335.43,65613.58,65833.55,65152.8,64995.65,65121.16,65178.83,65295.29,65467.59,65428.1
2024-05-17,65246.46,65494.42,65345.43,65390.28,65597.0,65465.04,65711.24,65984.97,66404.1,66153.9,66348.04,66503.07,66220.22,66415.41,65958.25,66869.55,67246.91,66963.85,66736.76,66848.26,67082.82,66926.34,66844.56,66799.94
2024-05-18,67045.35,66928.15,66993.1,66933.98,66980.44,66910.54,66883.29,66941.35,66915.91,67042.74,67144.9,67236.47,67220.86,66973.5,66888.79,66823.45,66846.22,66898.54,66870.07,66813.77,66933.22,66993.73,66922.5,66942.37
2024-05-19,66924.24,66916.32,66942.3,67196.15,67169.42,67140.76,67117.83,67035.24,67323.31,67171.1,67174.4,67277.42,67332.51,66859.72,67043.32,66940.41,66908.26,66675.3,66732.15,66589.5,66040.55,66158.92,66272.57,66344.44
2024-05-20,66259.25,66451.16,66523.92,66661.27,66676.7,67123.33,67141.09,66414.51,66833.48,66770.19,66916.09,67121.57,67009.3,66935.12,67102.48,66981.68,67431.63,68224.22,68359.41,68782.16,70075.61,69516.95,69733.61,69610.82
2024-05-21,71429.65,71259.49,71072.5,71262.56,71282.29,70888.58,71193.02,71191.5,70867.12,70900.93,70972.17,71026.17,71117.09,71280.64,70581.3,70206.66,69779.04,69646.36,69833.56,69804.68,69284.97,69717.72,69718.84,70202.36
2024-05-22,70144.36,70105.35,70151.75,70005.51,69942.81,69604.72,69899.13,69851.04,69718.75,70009.55,69983.87,70185.12,69731.03,69640.22,69596.1,70079.71,70431.21,70230.23,69861.8,69580.86,69625.49,69407.93,69466.85,69088.41
2024-05-23,69131.16,69457.98,69448.78,69449.67,69410.19,69507.13,69402.24,69531.31,69700.76,69669.01,69625.12,69522.72,69939.32,69409.88,67995.54,67699.7,68025.12,67792.82,67580.9,67305.22,67109.95,67757.87,67936.13,67660.36
2024-05-24,67927.74,67816.08,67712.84,67946.19,67858.05,67666.05,67262.89,66884.41,67140.41,67147.47,67345.79,67318.83,67312.8,67478.76,67049.45,67841.36,68307.7,68365.41,68892.06,68956.53,69134.43,68850.87,68870.53,68774.83
2024-05-25,68544.14,68532.94,68611.22,68798.84,68729.65,68760.23,68699.52,68638.42,68740.17,68870.69,69081.1,69379.72,69110.96,69113.85,69030.55,69032.25,68938.57,68941.95,69056.48,69204.53,69151.66,69095.43,69135.4,69119.83
2024-05-26,69290.46,69156.17,69150.69,68895.08,69058.46,68963.69,69113.11,69081.41,69300.05,69127.31,69050.2,69178.35,69099.87,68965.88,69105.39,69245.09,68815.87,68779.68,68755.65,68767.05,68865.82,68686.01,68467.17,68526.78
2024-05-27,68470.85,68772.67,69059.15,69073.46,68835.42,68751.19,68493.29,68374.8,68609.38,68585.14,68563.13,68532.39,68393.28,68585.38,68893.19,69416.14,70314.12,70098.44,70118.51,69916.65,69190.45,69571.47,69739.48,69519.29
2024-05-28,69372.15,69302.39,68565.73,68631.89,68007.36,67715.48,67988.17,67909.93,67633.16,68091.05,68271.66,68515.28,68326.67,68124.72,67691.66,67913.59,68311.1,67638.81,67681.79,67779.17,68347.4,68245.02,68307.09,68539.18
2024-05-29,68324.27,68423.12,68497.4,68610.11,68741.9,68760.27,68531.91,68443.08,67895.54,67796.78,67839.55,67923.96,67700.42,67844.92,67824.67,67580.03,67327.06,67496.57,67555.52,67325.53,67203.07,67407.96,67626.06,67612.75
2024-05-30,67571.61,67516.5,67713.98,67875.13,68058.35,68092.09,68080.62,67799.45,67543.45,67650.29,67701.51,67907.59,67768.25,68103.28,68602.69,68343.35,68511.45,68660.45,69337.81,69368.2,68616.42,68467.73,68393.55,68292.55
2024-05-31,68342.11,68444.21,68423.99,68515.11,68523.01,68497.84,68420.0,68255.09,68159.15,68126.08,67913.52,68274.83,68313.95,68606.31,68047.3,67404.89,67150.68,67138.71,67275.63,67343.25,67582.95,67630.44,67494.02,67468.75
2024-06-01,67484.22,67583.12,67484.91,67662.01,67666.24,67642.67,67637.5,67638.45,67579.46,67644.19,67645.63,67589.26,67608.66,67670.88,67655.17,67741.35,67638.89,67628.35,67736.78,67703.91,67684.76,67743.06,67709.94,67725.79
